award_year,category,motivation,Name,links
2009,Physiology or Medicine,for the discovery of how chromosomes are protected by telomeres and the enzyme telomerase,Jack W. Szostak,https://www.nobelprize.org/images/szostak-15144-portrait-mini-2x.jpg
2008,Chemistry,"for the discovery and development of the green fluorescent protein, GFP",Martin Chalfie,https://www.nobelprize.org/images/chalfie-13556-portrait-mini-2x.jpg
2008,Chemistry,"for the discovery and development of the green fluorescent protein, GFP",Osamu Shimomura,https://www.nobelprize.org/images/shimomura-13557-portrait-mini-2x.jpg
2008,Chemistry,"for the discovery and development of the green fluorescent protein, GFP",Roger Y. Tsien,https://www.nobelprize.org/images/tsien-13558-portrait-mini-2x.jpg
2008,Economic Sciences,for his analysis of trade patterns and location of economic activity,Paul Krugman,https://www.nobelprize.org/images/krugman-13559-portrait-mini-2x.jpg
2008,Literature,"author of new departures, poetic adventure and sensual ecstasy, explorer of a humanity beyond and below the reigning civilization",Jean-Marie Gustave Le Clézio,https://www.nobelprize.org/images/clezio-13560-portrait-mini-2x.jpg
2008,Peace,"for his important efforts, on several continents and over more than three decades, to resolve international conflicts",Martti Ahtisaari,https://www.nobelprize.org/images/ahtisaari-13564-portrait-mini-2x.jpg
2008,Physics,for the discovery of the origin of the broken symmetry which predicts the existence of at least three families of quarks in nature,Makoto Kobayashi,https://www.nobelprize.org/images/kobayashi-13565-portrait-mini-2x.jpg
2008,Physics,for the discovery of the origin of the broken symmetry which predicts the existence of at least three families of quarks in nature,Toshihide Maskawa,https://www.nobelprize.org/images/maskawa-13566-portrait-mini-2x.jpg
2008,Physics,for the discovery of the mechanism of spontaneous broken symmetry in subatomic physics,Yoichiro Nambu,https://www.nobelprize.org/images/nambu-15139-portrait-mini-2x.jpg
2008,Physiology or Medicine,for their discovery of human immunodeficiency virus,Françoise Barré-Sinoussi,https://www.nobelprize.org/images/barre-sinoussi-13561-portrait-mini-2x.jpg
2008,Physiology or Medicine,for his discovery of human papilloma viruses causing cervical cancer,Harald zur Hausen,https://www.nobelprize.org/images/hausen-13562-portrait-mini-2x.jpg
2008,Physiology or Medicine,for their discovery of human immunodeficiency virus,Luc Montagnier,https://www.nobelprize.org/images/montagnier-13563-portrait-mini-2x.jpg
2007,Chemistry,for his studies of chemical processes on solid surfaces,Gerhard Ertl,https://www.nobelprize.org/images/ertl-15137-portrait-mini-2x.jpg
2007,Economic Sciences,for having laid the foundations of mechanism design theory,Eric S. Maskin,https://www.nobelprize.org/images/maskin-15135-portrait-mini-2x.jpg
2007,Economic Sciences,for having laid the foundations of mechanism design theory,Leonid Hurwicz,https://www.nobelprize.org/images/hurwicz-15136-portrait-mini-2x.jpg
2007,Economic Sciences,for having laid the foundations of mechanism design theory,Roger B. Myerson,https://www.nobelprize.org/images/myerson-15134-portrait-mini-2x.jpg
2007,Literature,"that epicist of the female experience, who with scepticism, fire and visionary power has subjected a divided civilisation to scrutiny",Doris Lessing,https://www.nobelprize.org/images/lessing-15133-portrait-mini-2x.jpg
2007,Peace,"for their efforts to build up and disseminate greater knowledge about man-made climate change, and to lay the foundations for the measures that are needed to counteract such change",Albert Arnold (Al) Gore Jr.,https://www.nobelprize.org/images/gore-15138-portrait-mini-2x.jpg
2007,Peace,"for their efforts to build up and disseminate greater knowledge about man-made climate change, and to lay the foundations for the measures that are needed to counteract such change",Intergovernmental Panel on Climate Change (IPCC),https://www.nobelprize.org/images/ipcc-13852-portrait-mini-2x.jpg
2007,Physics,for the discovery of Giant Magnetoresistance,Albert Fert,https://www.nobelprize.org/images/fert-15129-portrait-mini-2x.jpg
2007,Physics,for the discovery of Giant Magnetoresistance,Peter Grünberg,https://www.nobelprize.org/images/grunberg-15128-portrait-mini-2x.jpg
2007,Physiology or Medicine,for their discoveries of principles for introducing specific gene modifications in mice by the use of embryonic stem cells,Mario R. Capecchi,https://www.nobelprize.org/images/capecchi-15132-portrait-mini-2x.jpg
2007,Physiology or Medicine,for their discoveries of principles for introducing specific gene modifications in mice by the use of embryonic stem cells,Oliver Smithies,https://www.nobelprize.org/images/smithies-15130-portrait-mini-2x.jpg
2007,Physiology or Medicine,for their discoveries of principles for introducing specific gene modifications in mice by the use of embryonic stem cells,Sir Martin J. Evans,https://www.nobelprize.org/images/evans-15131-portrait-mini-2x.jpg
2006,Chemistry,for his studies of the molecular basis of eukaryotic transcription,Roger D. Kornberg,https://www.nobelprize.org/images/kornberg-13716-portrait-mini-2x.jpg
2006,Economic Sciences,for his analysis of intertemporal tradeoffs in macroeconomic policy,Edmund S. Phelps,https://www.nobelprize.org/images/phelps-13717-portrait-mini-2x.jpg
2006,Literature,who in the quest for the melancholic soul of his native city has discovered new symbols for the clash and interlacing of cultures,Orhan Pamuk,https://www.nobelprize.org/images/pamuk-15127-portrait-mini-2x.jpg
2006,Peace,for their efforts to create economic and social development from below,Grameen Bank,https://www.nobelprize.org/images/grameen-13893-portrait-mini-2x.jpg
2006,Peace,for their efforts to create economic and social development from below,Muhammad Yunus,https://www.nobelprize.org/images/yunus-13894-portrait-mini-2x.jpg
2006,Physics,for their discovery of the blackbody form and anisotropy of the cosmic microwave background radiation,George F. Smoot,https://www.nobelprize.org/images/smoot-15126-portrait-mini-2x.jpg
2006,Physics,for their discovery of the blackbody form and anisotropy of the cosmic microwave background radiation,John C. Mather,https://www.nobelprize.org/images/mather-13896-portrait-mini-2x.jpg
2006,Physiology or Medicine,for their discovery of RNA interference - gene silencing by double-stranded RNA,Andrew Z. Fire,https://www.nobelprize.org/images/fire-13719-portrait-mini-2x.jpg
2006,Physiology or Medicine,for their discovery of RNA interference - gene silencing by double-stranded RNA,Craig C. Mello,https://www.nobelprize.org/images/mello-13720-portrait-mini-2x.jpg
2005,Chemistry,for the development of the metathesis method in organic synthesis,Richard R. Schrock,https://www.nobelprize.org/images/schrock-13706-portrait-mini-2x.jpg
2005,Chemistry,for the development of the metathesis method in organic synthesis,Robert H. Grubbs,https://www.nobelprize.org/images/grubbs-13705-portrait-mini-2x.jpg
2005,Chemistry,for the development of the metathesis method in organic synthesis,Yves Chauvin,https://www.nobelprize.org/images/chauvin-13704-portrait-mini-2x.jpg
2005,Economic Sciences,for having enhanced our understanding of conflict and cooperation through game-theory analysis,Robert J. Aumann,https://www.nobelprize.org/images/aumann-13707-portrait-mini-2x.jpg
2005,Economic Sciences,for having enhanced our understanding of conflict and cooperation through game-theory analysis,Thomas C. Schelling,https://www.nobelprize.org/images/schelling-13708-portrait-mini-2x.jpg
2005,Literature,who in his plays uncovers the precipice under everyday prattle and forces entry into oppression's closed rooms,Harold Pinter,https://www.nobelprize.org/images/pinter-13709-portrait-mini-2x.jpg
2005,Peace,for their efforts to prevent nuclear energy from being used for military purposes and to ensure that nuclear energy for peaceful purposes is used in the safest possible way,International Atomic Energy Agency (IAEA),https://www.nobelprize.org/images/iaea-13889-portrait-mini-2x.jpg
2005,Peace,for their efforts to prevent nuclear energy from being used for military purposes and to ensure that nuclear energy for peaceful purposes is used in the safest possible way,Mohamed ElBaradei,https://www.nobelprize.org/images/elbaradei-13891-portrait-mini-2x.jpg
2005,Physics,"for their contributions to the development of laser-based precision spectroscopy, including the optical frequency comb technique",John L. Hall,https://www.nobelprize.org/images/hall-13714-portrait-mini-2x.jpg
2005,Physics,for his contribution to the quantum theory of optical coherence,Roy J. Glauber,https://www.nobelprize.org/images/glauber-13713-portrait-mini-2x.jpg
2005,Physics,"for their contributions to the development of laser-based precision spectroscopy, including the optical frequency comb technique",Theodor W. Hänsch,https://www.nobelprize.org/images/hansch-13715-portrait-mini-2x.jpg
2005,Physiology or Medicine,for their discovery of the bacterium <i>Helicobacter pylori</i> and its role in gastritis and peptic ulcer disease,Barry J. Marshall,https://www.nobelprize.org/images/marshall-13710-portrait-mini-2x.jpg
2005,Physiology or Medicine,for their discovery of the bacterium <i>Helicobacter pylori</i> and its role in gastritis and peptic ulcer disease,J. Robin Warren,https://www.nobelprize.org/images/warren-13711-portrait-mini-2x.jpg
2004,Chemistry,for the discovery of ubiquitin-mediated protein degradation,Aaron Ciechanover,https://www.nobelprize.org/images/ciechanover-13692-portrait-mini-2x.jpg
2004,Chemistry,for the discovery of ubiquitin-mediated protein degradation,Avram Hershko,https://www.nobelprize.org/images/hershko-13693-portrait-mini-2x.jpg
2004,Chemistry,for the discovery of ubiquitin-mediated protein degradation,Irwin Rose,https://www.nobelprize.org/images/rose-13694-portrait-mini-2x.jpg
2004,Economic Sciences,for their contributions to dynamic macroeconomics: the time consistency of economic policy and the driving forces behind business cycles,Edward C. Prescott,https://www.nobelprize.org/images/prescott-13696-portrait-mini-2x.jpg
2004,Economic Sciences,for their contributions to dynamic macroeconomics: the time consistency of economic policy and the driving forces behind business cycles,Finn E. Kydland,https://www.nobelprize.org/images/kydland-13695-portrait-mini-2x.jpg
2004,Literature,for her musical flow of voices and counter-voices in novels and plays that with extraordinary linguistic zeal reveal the absurdity of society's clich&eacute;s and their subjugating power,Elfriede Jelinek,https://www.nobelprize.org/images/jelinek-13697-portrait-mini-2x.jpg
2004,Peace,"for her contribution to sustainable development, democracy and peace",Wangari Muta Maathai,https://www.nobelprize.org/images/maathai-13700-portrait-mini-2x.jpg
2004,Physics,for the discovery of asymptotic freedom in the theory of the strong interaction,David J. Gross,https://www.nobelprize.org/images/gross-13701-portrait-mini-2x.jpg
2004,Physics,for the discovery of asymptotic freedom in the theory of the strong interaction,Frank Wilczek,https://www.nobelprize.org/images/wilczek-13703-portrait-mini-2x.jpg
2004,Physics,for the discovery of asymptotic freedom in the theory of the strong interaction,H. David Politzer,https://www.nobelprize.org/images/politzer-13702-portrait-mini-2x.jpg
2004,Physiology or Medicine,for their discoveries of odorant receptors and the organization of the olfactory system,Linda B. Buck,https://www.nobelprize.org/images/buck-13699-portrait-mini-2x.jpg
2004,Physiology or Medicine,for their discoveries of odorant receptors and the organization of the olfactory system,Richard Axel,https://www.nobelprize.org/images/axel-13698-portrait-mini-2x.jpg
2003,Chemistry,for the discovery of water channels,Peter Agre,https://www.nobelprize.org/images/agre-13682-portrait-mini-2x.jpg
